feature_set,model,params,fold,mse,rmse,mae,epochs_run
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",1,0.04395125061273575,0.2096455356375035,0.14731833338737488,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",2,0.02193279378116131,0.14809724434020138,0.110731340944767,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",3,0.06823601573705673,0.2612202437351606,0.1873907893896103,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",4,0.03922434523701668,0.19805137019727148,0.148604616522789,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",5,0.04498504474759102,0.2120967815587757,0.15974706411361694,851
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",1,0.016200613230466843,0.12728162958756792,0.0957128182053566,952
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",2,0.009651388972997665,0.09824148295398266,0.07100480794906616,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",3,0.02624715492129326,0.16200973711877092,0.12303050607442856,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",4,0.01995278336107731,0.14125432156602258,0.10302311927080154,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.1;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",5,0.012014497071504593,0.10961066130402003,0.08250255882740021,1000
structured10+kobert_pca32,MLP,"activation=tanh;alpha=0.001;hidden_layer_sizes=(16,);learning_rate_init=0.001",1,0.05639561265707016,0.23747760453792302,0.1836765557527542,1000
structured10+kobert_pca32,MLP,"activation=tanh;alpha=0.001;hidden_layer_sizes=(16,);learning_rate_init=0.001",2,0.061834726482629776,0.24866589328379912,0.18557895720005035,1000
structured10+kobert_pca32,MLP,"activation=tanh;alpha=0.001;hidden_layer_sizes=(16,);learning_rate_init=0.001",3,0.09521947801113129,0.3085765350948307,0.23190812766551971,864
